Primary_Key,School Number,School Year,School Name,Official School Name,LEA Number,LEA Name,Name Prefix Description,Principal First Name,Principal Middle Name,Principal Last Name,Principal Name Suffix,Principal Email,Address Line1,Address Line2,City,State,Zip Code 5,Zip Code 4,Phone Office Area,Phone Office Exch,Phone Office Line,Phone Fax Area,Phone Fax Exch,Phone Fax Line ,Mailing Address Line1,Mailing Address Line2,Mailing City,Mailing State,Mailing Zip Code 5,Mailing Zip Code 4,URL School Address,Sch Operational Status,Sch Operational Status Desc,Opening Effective Date,Closing Date,School Type,School Type Desc,School Program Type,School Program Type Desc,Grade Level Current,Grade Level Approved,Grade Level First Year,Title I,School Calendar Type,School Calendar Description,Extended Hours,School Schedule Type,School Schedule Type Desc,School Designation Type,School Designation Desc,SBE Region,SBE Region Names,Accreditation Status,Accreditation Status Desc,Federal School Number,College Board Number,School Membership,School Year For Sch Membership,School Teacher Count,School Year For Teachers,Cooperative Innovative HS,Cooperative MMYYYY SBE Approve,First Yr Est ADM,First Yr Est Paid Teacher FTE,Newly Constructed Facility,Occupancy Date,What Facility Will Sch Occupy,Share Space,Share Space Describe,New Sch Population From,List Of Closing Schools,County Code,County Description,Opening In School Year,Locale Type,Locale Type Desc,School Closings?,School Systartstatus,Record Created Timestamp,Record Created By,Last Changed Timestamp,Last Changed By
6813282018,681328,2018,UNC Hospital School,UNC Hospital School,681,Chapel Hill-Carrboro City Schools,-,Marny,-,Ruben,-,mruben@chccs.k12.nc.us,101 Manning Dr,-,Chapel Hill,NC,27514,-,919,966,5009,919,966,6805,-,-,-,-,-,-,http://unchs.chccs.k12.nc.us,1,Open,30-Jun-90,-,R,Regular School,H,Hospital,P0:P1:P2:P3:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12:13,P0:P1:P2:P3:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12:13,-,-,Y,Year Round,-,S,Semester,P,Public,3,North Central,-,-,3.70072E+11,991412,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,Orange,-,21,"Suburb, Large",-,1,04-23-2010 02:49PM,EDDIE,05-23-2016 09:45AM,elizabeth_ironside
6813302018,681330,2018,Scroggs Elementary,Mary Scroggs Elementary School,681,Chapel Hill-Carrboro City Schools,Ms,Crystal,-,Epps,-,cepps@chccs.k12.nc.us,501 Kildaire Rd,-,Chapel Hill,NC,27516,-,919,918,7165,919,918,7173,-,-,-,-,-,-,http://mses.chccs.k12.nc.us,1,Open,30-Jun-99,-,R,Regular School,N,None,P3:PK:KG:01:02:03:04:05,P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,3,North Central,-,-,3.70072E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,Orange,-,21,"Suburb, Large",-,1,04-23-2010 02:49PM,EDDIE,08-16-2017 03:25PM,elizabeth_ironside
6813322018,681332,2018,Morris Grove Elementary,Morris Grove Elementary School,681,Chapel Hill-Carrboro City Schools,Ms,Amy,-,Rickard,-,arickard@chccs.k12.nc.us,215 Eubanks Rd,-,Chapel Hill,NC,27516,-,919,918,4800,919,969,2592,-,-,-,-,-,-,http://mges.chccs.k12.nc.us,1,Open,1-Jul-08,-,R,Regular School,N,None,P3:PK:KG:01:02:03:04:05,P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,3,North Central,-,-,3.70072E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,Orange,-,21,"Suburb, Large",-,1,04-23-2010 02:49PM,EDDIE,08-16-2017 03:24PM,elizabeth_ironside
6813342018,681334,2018,Rashkis Elementary,Mel and Zora Rashkis Elementary School,681,Chapel Hill-Carrboro City Schools,Dr,Janice,-,Croasmun,-,jcroasmun@chccs.k12.nc.us,601 Meadowmont Ln,-,Chapel Hill,NC,27517,-,919,918,2160,919,918,7085,-,-,-,-,-,-,http://res.chccs.k12.nc.us,1,Open,30-Jun-03,-,R,Regular School,N,None,P3:PK:KG:01:02:03:04:05,P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,3,North Central,-,-,3.70072E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,Orange,-,21,"Suburb, Large",-,1,04-23-2010 02:49PM,EDDIE,08-16-2017 03:25PM,elizabeth_ironside
6813362018,681336,2018,Smith Middle,R.D. and Euzelle Smith Middle School,681,Chapel Hill-Carrboro City Schools,Mr,Stephon,-,Goode,-,sgoode@chccs.k12.nc.us,9201 Seawell School Rd,-,Chapel Hill,NC,27516,-,919,918,2145,919,918,2079,-,-,-,-,-,-,http://sms.chccs.k12.nc.us,1,Open,30-Jun-01,-,R,Regular School,N,None,6:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,3,North Central,-,-,3.70072E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,Orange,-,21,"Suburb, Large",-,1,04-23-2010 02:49PM,EDDIE,06-07-2016 05:31PM,elizabeth_ironside
6813382018,681338,2018,Phoenix Academy High,Phoenix Academy High School,681,Chapel Hill-Carrboro City Schools,Mr,John,-,Williams,-,jawilliams@chccs.k12.nc.us,750 S Merritt Mill Rd,-,Chapel Hill,NC,27516,-,919,918,2300,919,918,7099,-,-,-,-,-,-,http://pahs.chccs.k12.nc.us,1,Open,1-Jul-09,-,A,Alternative Education,N,None,08:09:10:11:12,08:09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,3,North Central,-,-,3.70072E+11,340642,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,Orange,-,21,"Suburb, Large",-,1,04-23-2010 02:49PM,EDDIE,06-07-2016 05:30PM,elizabeth_ironside
68A0002018,68A000,2018,Eno River Academy,Eno River Academy,68A,Eno River Academy,Ms,Lisa,-,Bair,-,lbair@enoriveracademy.org,920 Corporate Drive,-,Hillsborough,NC,27278,-,919,644,6272,919,644,6275,-,-,-,-,-,-,http://www.enoriveracademy.org,1,Open,30-Jun-97,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11,KG:01:02:03:04:05:06:07:08:09:10:11,-,-,T,Traditional,-,S,Semester,C,Charter,3,North Central,-,-,3.70004E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,Orange,-,21,"Suburb, Large",-,1,04-23-2010 02:49PM,EDDIE,08-09-2017 01:38PM,lisabair
68C0002018,68C000,2018,The Expedition School,The Expedition School,68C,The Expedition School,Mrs,Tammy,-,Finch,-,explorer@theexpeditionschool.com,437 Dimmocks Mill Rd Ste 33,-,Hillsborough,NC,27278,-,919,245,8432,-,-,-,-,-,-,-,-,-,http://www.theexpeditionschool.com,1,Open,1-Jul-14,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06,-,M,Modified,-,Q,Quarterly,C,Charter,3,North Central,-,-,3.70035E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,Orange,2015,41,"Rural, Fringe",-,-,10-14-2013 12:00AM,nicola_lefler,07-06-2016 11:26AM,patricia_brummitt
6903122018,690312,2018,Fred A Anderson Elementary,Fred A. Anderson Elementary School,690,Pamlico County Schools,Ms,Tunmorya,-,Bennett,-,tunmoryabennett@pamlicoschools.org,515 Anderson Drive,-,Bayboro,NC,28515,-,252,745,4611,252,745,5021,-,-,-,-,-,-,http://faa.pamlicoschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,3:04:05,3:04:05,-,-,T,Traditional,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70351E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,Pamlico,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,07-19-2017 01:28PM,paula_woodard
6903162018,690316,2018,Pamlico County Middle,Pamlico County Middle School,690,Pamlico County Schools,Mr,Jeremy,-,Johnson,-,jeremyjohnson@pamlicoschools.org,15526 NC Hwy 55 East,-,Bayboro,NC,28515,9701,252,745,4061,252,745,5583,-,-,-,-,-,-,http://pcms.pamlicoschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70351E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,Pamlico,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,07-19-2017 01:28PM,paula_woodard
6903202018,690320,2018,Pamlico County High,Pamlico County High School,690,Pamlico County Schools,Mr,Chris,-,Meadows,-,chrismeadows@pamlicoschools.org,601 Main Street,-,Bayboro,NC,28515,-,252,745,3151,252,745,3153,-,-,-,-,-,-,http://pchs.pamlicoschools.org/,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70351E+11,340250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,Pamlico,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,07-19-2017 01:29PM,paula_woodard
6903242018,690324,2018,Pamlico County Primary,Pamlico County Primary School,690,Pamlico County Schools,Mrs,Crystal,-,Dixon,-,crystaldixon@pamlicoschools.org,323 Neals Creek Road,-,Bayboro,NC,28515,-,252,745,3404,252,745,3118,-,-,-,-,-,-,http://pcps.pamlicoschools.org/,1,Open,30-Jun-98,-,R,Regular School,N,None,PK:KG:01:02,PK:KG:01:02,-,-,T,Traditional,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70351E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,Pamlico,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,07-19-2017 01:27PM,paula_woodard
69A0002018,69A000,2018,Arapahoe Charter School,Arapahoe Charter School,69A,Arapahoe Charter School,Dr,Dennis,J,Sawyer,-,dennis.sawyer@arapahoecharter.org,9005 NC Hwy 306 S,-,Arapahoe,NC,28510,-,252,249,2599,252,249,1316,-,-,-,-,-,-,http://www.arapahoecharter.org,1,Open,30-Jun-97,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,-,-,T,Traditional,-,Q,Quarterly,C,Charter,2,Southeast,-,-,3.70004E+11,340011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,Pamlico,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,08-30-2017 03:06PM,nicola_lefler
7003062018,700306,2018,Central Elementary,Central Elementary,700,Elizabeth City-Pasquotank Public Schools,Mr,Michael,-,Drew,-,mdrew@ecpps.k12.nc.us,1059 US Hwy 17,-,Elizabeth City,NC,27909,7628,252,335,4305,252,337,6601,-,-,-,-,-,-,http://www.ecpps.k12.nc.us/central-elementary,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,1,Northeast,SA,SACS,3.70354E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,Pasquotank,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-18-2017 09:57AM,jennifer_peoples
7003082018,700308,2018,Elizabeth City Middle,Elizabeth City Middle,700,Elizabeth City-Pasquotank Public Schools,-,Timothy,-,Worrell,-,tworrell@ecpps.k12.nc.us,1066 Northside Road,-,Elizabeth City,NC,27909,4067,252,335,2974,252,335,1751,-,-,-,-,-,-,http://www.ecpps.k12.nc.us/elizabeth-city-middle-school,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,1,Northeast,SA,SACS,3.70354E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,Pasquotank,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-18-2017 09:50AM,jennifer_peoples
7003102018,700310,2018,H L Trigg Community,H L Trigg Community School,700,Elizabeth City-Pasquotank Public Schools,Ms,Ainslie,-,Jones,-,ajones@ecpps.k12.nc.us,1004 Parkview Drive,-,Elizabeth City,NC,27909,-,252,335,1765,252,337,6740,-,-,-,-,-,-,http://www.ecpps.k12.nc.us/hl-trigg-community-school,1,Open,30-Jun-97,-,A,Alternative Education,N,None,06:07:08:09:10:11:12,06:07:08:09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,1,Northeast,SA,SACS,3.70354E+11,991413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,Pasquotank,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-18-2017 09:56AM,jennifer_peoples
7003142018,700314,2018,Northside Elementary,Northside Elementary,700,Elizabeth City-Pasquotank Public Schools,Ms,Simona,-,White,-,swhite@ecpps.k12.nc.us,1062 Northside Rd,-,Elizabeth City,NC,27909,-,252,335,2033,252,331,1322,-,-,-,-,-,-,http://www.ecpps.k12.nc.us/pages/Northside_E_S,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,1,Northeast,SA,SACS,3.70354E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,Pasquotank,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,09-09-2014 05:11PM,jennifer_peoples
7003162018,700316,2018,J C Sawyer Elementary,J C Sawyer Elementary,700,Elizabeth City-Pasquotank Public Schools,Mr,Christopher,-,Paullet,-,cpaullet@ecpps.k12.nc.us,1007 Park St,-,Elizabeth City,NC,27909,6057,252,338,1012,252,338,2388,-,-,-,-,-,-,http://www.ecpps.k12.nc.us/jc-sawyer-elementary,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,1,Northeast,SA,SACS,3.70354E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,Pasquotank,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-18-2017 09:57AM,jennifer_peoples
7003172018,700317,2018,Northeastern High,Northeastern High,700,Elizabeth City-Pasquotank Public Schools,-,Alton,-,Campbell,-,acampbell@ecpps.k12.nc.us,963 Oak Stump Rd,-,Elizabeth City,NC,27909,7611,252,335,2932,252,335,1005,-,-,-,-,-,-,http://www.ecpps.k12.nc.us/northeastern-high-school,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,1,Northeast,SA,SACS,3.70354E+11,341120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,Pasquotank,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-18-2017 10:06AM,jennifer_peoples
7003182018,700318,2018,Pasquotank Elementary,Pasquotank Elementary,700,Elizabeth City-Pasquotank Public Schools,-,Antoinette,-,Reid,-,areid@ecpps.k12.nc.us,1407 Peartree Rd,-,Elizabeth City,NC,27909,5815,252,335,4205,252,335,4966,-,-,-,-,-,-,http://www.ecpps.k12.nc.us/pasquotank-elementary,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,1,Northeast,SA,SACS,3.70354E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,Pasquotank,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-18-2017 10:00AM,jennifer_peoples
7003192018,700319,2018,Pasquotank County High,Pasquotank County High,700,Elizabeth City-Pasquotank Public Schools,-,Melvin,-,Hawkins,-,mhawkins@ecpps.k12.nc.us,1064 Northside Road,-,Elizabeth City,NC,27909,-,252,337,6880,252,337,6890,-,-,-,-,-,-,http://www.ecpps.k12.nc.us/pasquotank-county-high-school,1,Open,30-Jun-00,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,1,Northeast,SA,SACS,3.70354E+11,341144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,Pasquotank,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-18-2017 10:03AM,jennifer_peoples
7003202018,700320,2018,P W Moore Elementary,P W Moore Elementary,700,Elizabeth City-Pasquotank Public Schools,-,Sara,-,English,-,senglish@ecpps.k12.nc.us,606 Roanoke Ave,-,Elizabeth City,NC,27909,5642,252,338,5000,252,338,6554,-,-,-,-,-,-,http://www.ecpps.k12.nc.us/pw-moore-elementary,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,1,Northeast,SA,SACS,3.70354E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,Pasquotank,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-18-2017 10:08AM,jennifer_peoples
7003222018,700322,2018,River Road Middle,River Road Middle,700,Elizabeth City-Pasquotank Public Schools,Mr,Adrian,-,Fonville,-,afonville@ecpps.k12.nc.us,1701 River Road,-,Elizabeth City,NC,27909,-,252,333,1454,252,331,1339,-,-,-,-,-,-,http://www.ecpps.k12.nc.us/river-road-middle-school,1,Open,30-Jun-97,-,R,Regular School,N,None,6:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,1,Northeast,SA,SACS,3.70354E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,Pasquotank,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-18-2017 09:54AM,jennifer_peoples
7003242018,700324,2018,Sheep-Harney Elementary,Sheep-Harney Elementary,700,Elizabeth City-Pasquotank Public Schools,Ms,Katina,-,Waples,-,kwaples@ecpps.k12.nc.us,200 W Elizabeth St,-,Elizabeth City,NC,27909,4352,252,335,4303,252,335,4738,-,-,-,-,-,-,http://www.ecpps.k12.nc.us/sheep-harney-elementary,1,Open,30-Jun-90,-,R,Regular School,N,None,PK:KG:01:02:03:04:05,PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,1,Northeast,SA,SACS,3.70354E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,Pasquotank,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-18-2017 10:01AM,jennifer_peoples
7003252018,700325,2018,Elizabeth City Pasquotank Early College,Elizabeth City Pasquotank Early College,700,Elizabeth City-Pasquotank Public Schools,-,Amy,-,Fyffe,-,afyffe@ecpps.k12.nc.us,1208 N Road St,-,Elizabeth City,NC,27909,-,252,335,821,-,-,-,-,-,-,-,-,-,http://www.ecpps.k12.nc.us/elizabeth-city-pasquotank-early-college,3,New,1-Jul-17,-,R,Regular School,C,Cooperative Innovative High School,9,09:10:11:12:13,9,-,T,Traditional,-,S,Semester,P,Public,1,Northeast,-,-,3.70354E+11,340109,-,-,-,-,Y,12017,40,2,N,-,The school will be housed in the local community college (College of The Albemarle).,N,-,School 700319 - Pasquotank County High :School 700317 - Northeastern High ,-,70,Pasquotank,2018,42,"Rural, Distant",N,-,01-24-2017 10:47AM,jennifer_peoples,01-10-2018 03:36PM,jennifer_peoples
7003282018,700328,2018,Weeksville Elementary,Weeksville Elementary,700,Elizabeth City-Pasquotank Public Schools,Ms,Angela, ,Cobb,-,acobb@ecpps.k12.nc.us,1170 Salem Church Rd,-,Elizabeth City,NC,27909,-,252,330,2606,252,330,5700,-,-,-,-,-,-,http://www.ecpps.k12.nc.us/weeksville-elementary,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,1,Northeast,SA,SACS,3.70354E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,Pasquotank,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-18-2017 10:02AM,jennifer_peoples
70A0002018,70A000,2018,Northeast Academy of Aerospace & AdvTech,Northeast Academy of Aerospace & Advanced Technologies,70A,Northeast Academy of Aerospace & AdvTech,-,Andrew,-,Harris,-,ceo@northeastacademy.org,ECSU ITC Bldg,1810 Weeksvile Rd,Elizabeth City,NC,27909,-,252,562,653,252,338,8546,PO Box 2889,-,Elizabeth City,NC,27906,-,http://www.northeastacademy.org/,1,Open,1-Jul-15,-,R,Regular School,N,None,07:08:09:10:11,06:07:08:09:10:11:12,8:09,-,T,Traditional,-,S,Semester,C,Charter,1,Northeast,-,-,3.70039E+11,341134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,Pasquotank,2016,42,"Rural, Distant",-,-,03-11-2015 08:44AM,nicola_lefler,08-30-2017 03:07PM,nicola_lefler
7103122018,710312,2018,Burgaw Elementary,Burgaw Elementary School,710,Pender County Schools,Dr,Quinetta,-,Hall,-,quinetta_hall@pender.k12.nc.us,400 North Wright Street,-,Burgaw,NC,28425,-,910,259,145,910,259,148,-,-,-,-,-,-,https://sites.google.com/a/pender.k12.nc.us/bes/,1,Open,30-Jun-90,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70357E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,Pender,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,10-19-2016 09:55AM,deborah_jones1
7103162018,710316,2018,Burgaw Middle,Burgaw Middle School,710,Pender County Schools,-,Caroline ,P,Godwin,-,caroline_godwin@pender.k12.nc.us,500 South Wright Street,-,Burgaw,NC,28425,-,910,259,149,910,259,150,-,-,-,-,-,-,https://sites.google.com/a/pender.k12.nc.us/bms/,1,Open,30-Jun-90,-,R,Regular School,N,None,P3:PK:06:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70357E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,Pender,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,10-19-2016 09:55AM,deborah_jones1
7103182018,710318,2018,Cape Fear Elementary,Cape Fear Elementary School,710,Pender County Schools,-,David,-,Kirkland,-,david_kirkland@pender.k12.nc.us,1882 NC Hwy 133,-,Rocky Point,NC,28457,-,910,602,3767,910,602,7828,-,-,-,-,-,-,https://sites.google.com/a/pender.k12.nc.us/cfe/,1,Open,30-Jun-01,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70357E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,Pender,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,02-23-2017 09:08AM,deborah_jones1
7103202018,710320,2018,Cape Fear Middle,Cape Fear Middle,710,Pender County Schools,-,Christie,-,Brown,-,christie_brown@pender.k12.nc.us,1886 NC Hwy 133,-,Rocky Point,NC,28457,-,910,602,3334,910,602,3036,-,-,-,-,-,-,https://sites.google.com/a/pender.k12.nc.us/cfm/,1,Open,30-Jun-01,-,R,Regular School,N,None,6:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70357E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,Pender,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,10-19-2016 09:56AM,deborah_jones1
7103212018,710321,2018,Heide Trask High,Heide Trask High School,710,Pender County Schools,Dr,Tosha,M,Diggs,-,tosha_diggs@pender.k12.nc.us,14328 NC Hwy 210,-,Rocky Point,NC,28457,-,910,602,6810,910,602,6662,-,-,-,-,-,-,https://sites.google.com/a/pender.k12.nc.us/htshs/,1,Open,30-Jun-02,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70357E+11,343389,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,Pender,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,10-19-2016 09:58AM,deborah_jones1
7103232018,710323,2018,North Topsail Elementary,North Topsail Elementary School,710,Pender County Schools,Mr,Peter,-,Wildeboer,-,peter_wildeboer@pender.k12.nc.us,1310 Sloop Point Loop Road,-,Hampstead,NC,28443,-,910,270,694,910,270,9533,-,-,-,-,-,-,https://sites.google.com/a/pender.k12.nc.us/nte/,1,Open,30-Dec-97,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70357E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,Pender,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,10-19-2016 10:00AM,deborah_jones1
7103242018,710324,2018,Malpass Corner Elementary,Malpass Corner Elementary School,710,Pender County Schools,-,Avery,-,Horrell,-,avery_horrell@pender.k12.nc.us,4992 Malpass Corner Road,-,Burgaw,NC,28425,-,910,283,5889,910,283,5868,-,-,-,-,-,-,https://sites.google.com/a/pender.k12.nc.us/mce/,1,Open,1-Jul-93,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70357E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,Pender,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,10-19-2016 09:59AM,deborah_jones1
7103262018,710326,2018,Pender High,Pender High School,710,Pender County Schools,-,Christopher,P,Madden,-,christopher_madden@pender.k12.nc.us,5380 NC Hwy 53 W,-,Burgaw,NC,28425,-,910,259,162,910,259,166,-,-,-,-,-,-,https://sites.google.com/a/pender.k12.nc.us/phs/,1,Open,30-Jun-90,-,R,Regular School,N,None,P2:P3:PK:09:10:11:12,P2:P3:PK:09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70357E+11,340490,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,Pender,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,10-19-2016 10:01AM,deborah_jones1
7103272018,710327,2018,Pender Early College High,Pender Early College High School,710,Pender County Schools,-,Kevin,J,Taylor,-,kevin_taylor@pender.k12.nc.us,100 East Industrial Drive,-,Burgaw,NC,28425,-,910,362,7925,910,259,7174,-,-,-,-,-,-,https://sites.google.com/a/pender.k12.nc.us/pechs/,1,Open,2-Jul-06,-,R,Regular School,E,Early College,09:10:11:12:13,09:10:11:12:13,-,-,T,Traditional,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70357E+11,340500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,Pender,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,10-19-2016 10:00AM,deborah_jones1
7103282018,710328,2018,Penderlea Elementary,Penderlea Elementary School,710,Pender County Schools,-,George,Thomas,Humphrey,Jr,george_humphrey@pender.k12.nc.us,82 Penderlea School Rd,-,Willard,NC,28478,-,910,285,2761,910,285,2990,-,-,-,-,-,-,https://sites.google.com/a/pender.k12.nc.us/ple/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,-,-,Y,Year Round,-,S,Semester,P,Public,2,Southeast,SA,SACS,3.70357E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,Pender,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,01-11-2017 09:39AM,deborah_jones1
